Pair.Name,Ligand.ApprovedSymbol,Ligand.Name,Receptor.ApprovedSymbol,Receptor.Name,DLRP,HPMR,IUPHAR,HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor,PMID.Manual,Pair.Source,Pair.Evidence
LAMA4_ITGB1,LAMA4,"laminin, alpha 4",ITGB1,"integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)",,,,,,,LAMA4,ITGB1,,novel,putative
LAMA5_BCAM,LAMA5,"laminin, alpha 5",BCAM,basal cell adhesion molecule (Lutheran blood group),,,,,,,LAMA5,,,novel,literature supported
LAMA5_ITGA2,LAMA5,"laminin, alpha 5",ITGA2,"integrin, alpha 2 (CD49B, alpha 2 subunit of VLA-2 receptor)",,,,,,,LAMA5,ITGA2,,novel,putative
LAMA5_ITGA3,LAMA5,"laminin, alpha 5",ITGA3,"integrin, alpha 3 (antigen CD49C, alpha 3 subunit of VLA-3 receptor)",,,,,,,LAMA5,ITGA3,,novel,putative
LAMA5_ITGA6,LAMA5,"laminin, alpha 5",ITGA6,"integrin, alpha 6",,,,,,,LAMA5,ITGA6,,novel,putative
LAMA5_ITGB1,LAMA5,"laminin, alpha 5",ITGB1,"integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)",,,,,,,LAMA5,ITGB1,,novel,putative
LAMA5_ITGB4,LAMA5,"laminin, alpha 5",ITGB4,"integrin, beta 4",,,,,,,LAMA5,ITGB4,,novel,putative
LAMA5_SDC1,LAMA5,"laminin, alpha 5",SDC1,syndecan 1,,,,,,,LAMA5,SDC1,,novel,putative
LAMB1_ITGA1,LAMB1,"laminin, beta 1",ITGA1,"integrin, alpha 1",,,,,,,LAMB1,ITGA1,,novel,putative
LAMB1_ITGA2,LAMB1,"laminin, beta 1",ITGA2,"integrin, alpha 2 (CD49B, alpha 2 subunit of VLA-2 receptor)",,,,,,,LAMB1,ITGA2,,novel,putative
LAMB1_ITGA3,LAMB1,"laminin, beta 1",ITGA3,"integrin, alpha 3 (antigen CD49C, alpha 3 subunit of VLA-3 receptor)",,,,,,,LAMB1,ITGA3,,novel,putative
LAMB1_ITGA6,LAMB1,"laminin, beta 1",ITGA6,"integrin, alpha 6",,,,,,,LAMB1,ITGA6,,known,literature supported
LAMB1_ITGA7,LAMB1,"laminin, beta 1",ITGA7,"integrin, alpha 7",,,,,,,LAMB1,ITGA7,,novel,putative
LAMB1_ITGAV,LAMB1,"laminin, beta 1",ITGAV,"integrin, alpha V",,,,,,,LAMB1,ITGAV,,novel,putative
LAMB1_ITGB1,LAMB1,"laminin, beta 1",ITGB1,"integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)",,,,,,,LAMB1,ITGB1,,known,literature supported
LAMB1_ITGB4,LAMB1,"laminin, beta 1",ITGB4,"integrin, beta 4",,,,,,,LAMB1,ITGB4,,novel,putative
LAMB2_RPSA,LAMB2,"laminin, beta 2 (laminin S)",RPSA,ribosomal protein SA,,,,,,,LAMB2,RPSA,,known,literature supported
LAMB3_CD151,LAMB3,"laminin, beta 3",CD151,CD151 molecule (Raph blood group),,,,,,,LAMB3,CD151,,novel,putative
LAMB3_COL17A1,LAMB3,"laminin, beta 3",COL17A1,"collagen, type XVII, alpha 1",,,,,,,LAMB3,,,novel,putative
LAMB3_ITGA2,LAMB3,"laminin, beta 3",ITGA2,"integrin, alpha 2 (CD49B, alpha 2 subunit of VLA-2 receptor)",,,,,,,LAMB3,ITGA2,,novel,putative
LAMB3_ITGA3,LAMB3,"laminin, beta 3",ITGA3,"integrin, alpha 3 (antigen CD49C, alpha 3 subunit of VLA-3 receptor)",,,,,,,LAMB3,ITGA3,,novel,putative
LAMB3_ITGA6,LAMB3,"laminin, beta 3",ITGA6,"integrin, alpha 6",,,,,,,LAMB3,ITGA6,,novel,putative
LAMB3_ITGB1,LAMB3,"laminin, beta 3",ITGB1,"integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)",,,,,,,LAMB3,ITGB1,,novel,putative
LAMB3_ITGB4,LAMB3,"laminin, beta 3",ITGB4,"integrin, beta 4",,,,,,,LAMB3,ITGB4,,novel,putative
LAMC1_ITGA1,LAMC1,"laminin, gamma 1 (formerly LAMB2)",ITGA1,"integrin, alpha 1",,,,,,,,ITGA1,,novel,putative
LAMC1_ITGA2,LAMC1,"laminin, gamma 1 (formerly LAMB2)",ITGA2,"integrin, alpha 2 (CD49B, alpha 2 subunit of VLA-2 receptor)",,,,,,,,ITGA2,,novel,putative
LAMC1_ITGA3,LAMC1,"laminin, gamma 1 (formerly LAMB2)",ITGA3,"integrin, alpha 3 (antigen CD49C, alpha 3 subunit of VLA-3 receptor)",,,,,,,,ITGA3,,novel,putative
LAMC1_ITGA6,LAMC1,"laminin, gamma 1 (formerly LAMB2)",ITGA6,"integrin, alpha 6",,,,,,,,ITGA6,,novel,putative
LAMC1_ITGA7,LAMC1,"laminin, gamma 1 (formerly LAMB2)",ITGA7,"integrin, alpha 7",,,,,,,,ITGA7,,novel,putative
LAMC1_ITGAV,LAMC1,"laminin, gamma 1 (formerly LAMB2)",ITGAV,"integrin, alpha V",,,,,,,,ITGAV,,novel,putative
LAMC1_ITGB1,LAMC1,"laminin, gamma 1 (formerly LAMB2)",ITGB1,"integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)",,,,,,,,ITGB1,,novel,putative
LAMC1_ITGB4,LAMC1,"laminin, gamma 1 (formerly LAMB2)",ITGB4,"integrin, beta 4",,,,,,,,ITGB4,,novel,putative
LAMC2_CD151,LAMC2,"laminin, gamma 2",CD151,CD151 molecule (Raph blood group),,,,,,,LAMC2,CD151,,novel,putative
LAMC2_COL17A1,LAMC2,"laminin, gamma 2",COL17A1,"collagen, type XVII, alpha 1",,,,,,,LAMC2,,,novel,putative
LAMC2_ITGA2,LAMC2,"laminin, gamma 2",ITGA2,"integrin, alpha 2 (CD49B, alpha 2 subunit of VLA-2 receptor)",,,,,,,LAMC2,ITGA2,,novel,putative
LAMC2_ITGA3,LAMC2,"laminin, gamma 2",ITGA3,"integrin, alpha 3 (antigen CD49C, alpha 3 subunit of VLA-3 receptor)",,,,,,,LAMC2,ITGA3,,known,literature supported
LAMC2_ITGA6,LAMC2,"laminin, gamma 2",ITGA6,"integrin, alpha 6",,,,,,,LAMC2,ITGA6,,known,literature supported
LAMC2_ITGB1,LAMC2,"laminin, gamma 2",ITGB1,"integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)",,,,,,,LAMC2,ITGB1,,known,literature supported
LAMC2_ITGB4,LAMC2,"laminin, gamma 2",ITGB4,"integrin, beta 4",,,,,,,LAMC2,ITGB4,,known,literature supported
LAMC3_ITGA2,LAMC3,"laminin, gamma 3",ITGA2,"integrin, alpha 2 (CD49B, alpha 2 subunit of VLA-2 receptor)",,,,,,,LAMC3,ITGA2,,novel,putative
LAMC3_ITGA3,LAMC3,"laminin, gamma 3",ITGA3,"integrin, alpha 3 (antigen CD49C, alpha 3 subunit of VLA-3 receptor)",,,,,,,LAMC3,ITGA3,,novel,putative
LAMC3_ITGA6,LAMC3,"laminin, gamma 3",ITGA6,"integrin, alpha 6",,,,,,,LAMC3,ITGA6,,novel,putative
LAMC3_ITGB1,LAMC3,"laminin, gamma 3",ITGB1,"integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)",,,,,,,LAMC3,ITGB1,,novel,putative
LAMC3_ITGB4,LAMC3,"laminin, gamma 3",ITGB4,"integrin, beta 4",,,,,,,LAMC3,ITGB4,,novel,putative
LCN1_LMBR1L,LCN1,lipocalin 1,LMBR1L,limb development membrane protein 1-like,,,,,,,,,,novel,literature supported
LCN2_LRP2,LCN2,lipocalin 2,LRP2,low density lipoprotein receptor-related protein 2,,,,,,,,LRP2,,novel,literature supported
LEFTY2_ACVR2B,LEFTY2,left-right determination factor 2,ACVR2B,"activin A receptor, type IIB",,,,,,,LEFTY2,ACVR2B,,known,literature supported
LEP_LEPR,LEP,leptin,LEPR,leptin receptor,,,,,,,LEP,LEPR,,known,literature supported
LEP_LRP2,LEP,leptin,LRP2,low density lipoprotein receptor-related protein 2,,,,,,,LEP,LRP2,,novel,putative
LGALS3BP_ITGB1,LGALS3BP,"lectin, galactoside-binding, soluble, 3 binding protein",ITGB1,"integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)",,,,,,,,ITGB1,,novel,literature supported
LGALS3BP_VANGL1,LGALS3BP,"lectin, galactoside-binding, soluble, 3 binding protein",VANGL1,VANGL planar cell polarity protein 1,,,,,,,,,,novel,putative
LHB_LHCGR,LHB,luteinizing hormone beta polypeptide,LHCGR,luteinizing hormone/choriogonadotropin receptor,,,,,,,LHB,LHCGR,,known,literature supported
LIF_IL6ST,LIF,leukemia inhibitory factor,IL6ST,"interleukin 6 signal transducer (gp130, oncostatin M receptor)",,,,,,,LIF,IL6ST,,known,literature supported
LIF_LIFR,LIF,leukemia inhibitory factor,LIFR,leukemia inhibitory factor receptor alpha,,,,,,,LIF,LIFR,,known,literature supported
LIN7C_ABCA1,LIN7C,lin-7 homolog C (C. elegans),ABCA1,"ATP-binding cassette, sub-family A (ABC1), member 1",,,,,,,,,,novel,literature supported
LIN7C_HTR2C,LIN7C,lin-7 homolog C (C. elegans),HTR2C,"5-hydroxytryptamine (serotonin) receptor 2C, G protein-coupled",,,,,,,,HTR2C,,novel,literature supported
LIN7C_KCNJ4,LIN7C,lin-7 homolog C (C. elegans),KCNJ4,"potassium inwardly-rectifying channel, subfamily J, member 4",,,,,,,,,,novel,putative
LIPC_LRP1,LIPC,"lipase, hepatic",LRP1,low density lipoprotein receptor-related protein 1,,,,,,,,LRP1,,novel,literature supported
LIPH_LPAR1,LIPH,"lipase, member H",LPAR1,lysophosphatidic acid receptor 1,,,,,,,LIPH,EDG2,,known,literature supported
LIPH_LPAR2,LIPH,"lipase, member H",LPAR2,lysophosphatidic acid receptor 2,,,,,,,LIPH,EDG4,,known,literature supported
LIPH_LPAR4,LIPH,"lipase, member H",LPAR4,lysophosphatidic acid receptor 4,,,,,,,LIPH,GPR23,,known,literature supported
LPA_ITGAM,LPA,"lipoprotein, Lp(a)",ITGAM,"integrin, alpha M (complement component 3 receptor 3 subunit)",,,,,,,,ITGAM,,novel,putative
LPA_ITGB2,LPA,"lipoprotein, Lp(a)",ITGB2,"integrin, beta 2 (complement component 3 receptor 3 and 4 subunit)",,,,,,,,ITGB2,,novel,putative
LPA_LRP2,LPA,"lipoprotein, Lp(a)",LRP2,low density lipoprotein receptor-related protein 2,,,,,,,,LRP2,,novel,literature supported
LPL_CD44,LPL,lipoprotein lipase,CD44,CD44 molecule (Indian blood group),,,,,,,,CD44,,novel,putative
LPL_GPIHBP1,LPL,lipoprotein lipase,GPIHBP1,glycosylphosphatidylinositol anchored high density lipoprotein binding protein 1,,,,,,,,,17403372,novel,literature supported
LPL_LRP1,LPL,lipoprotein lipase,LRP1,low density lipoprotein receptor-related protein 1,,,,,,,,LRP1,,novel,literature supported
LPL_LRP2,LPL,lipoprotein lipase,LRP2,low density lipoprotein receptor-related protein 2,,,,,,,,LRP2,,novel,literature supported
LPL_SDC1,LPL,lipoprotein lipase,SDC1,syndecan 1,,,,,,,,SDC1,9294130,novel,literature supported
LPL_VLDLR,LPL,lipoprotein lipase,VLDLR,very low density lipoprotein receptor,,,,,,,,VLDLR,,novel,literature supported
LRP1B_PLAUR,LRP1B,low density lipoprotein receptor-related protein 1B,PLAUR,"plasminogen activator, urokinase receptor",,,,,,,,PLAUR,,novel,literature supported
LRPAP1_LDLR,LRPAP1,low density lipoprotein receptor-related protein associated protein 1,LDLR,low density lipoprotein receptor,,,,,,,LRPAP1,LDLR,,novel,literature supported
LRPAP1_LRP1,LRPAP1,low density lipoprotein receptor-related protein associated protein 1,LRP1,low density lipoprotein receptor-related protein 1,,,,,,,LRPAP1,LRP1,,known,literature supported
LRPAP1_LRP2,LRPAP1,low density lipoprotein receptor-related protein associated protein 1,LRP2,low density lipoprotein receptor-related protein 2,,,,,,,LRPAP1,LRP2,,novel,literature supported
LRPAP1_LRP8,LRPAP1,low density lipoprotein receptor-related protein associated protein 1,LRP8,"low density lipoprotein receptor-related protein 8, apolipoprotein e receptor",,,,,,,LRPAP1,LRP8,,novel,literature supported
LRPAP1_SORL1,LRPAP1,low density lipoprotein receptor-related protein associated protein 1,SORL1,"sortilin-related receptor, L(DLR class) A repeats containing",,,,,,,LRPAP1,SORL1,,novel,literature supported
LRPAP1_SORT1,LRPAP1,low density lipoprotein receptor-related protein associated protein 1,SORT1,sortilin 1,,,,,,,LRPAP1,SORT1,,novel,literature supported
LRPAP1_VLDLR,LRPAP1,low density lipoprotein receptor-related protein associated protein 1,VLDLR,very low density lipoprotein receptor,,,,,,,LRPAP1,VLDLR,,novel,literature supported
LTA_CACHD1,LTA,lymphotoxin alpha,CACHD1,cache domain containing 1,,,,,,,LTA,,,novel,putative
LTA_EDNRA,LTA,lymphotoxin alpha,EDNRA,endothelin receptor type A,,,,,,,LTA,EDNRA,,novel,putative
LTA_LTBR,LTA,lymphotoxin alpha,LTBR,"lymphotoxin beta receptor (TNFR superfamily, member 3)",,,,,,,LTA,LTBR,,known,literature supported
LTA_TNFRSF14,LTA,lymphotoxin alpha,TNFRSF14,"tumor necrosis factor receptor superfamily, member 14",,,,,,,LTA,TNFRSF14,,known,literature supported
LTA_TNFRSF1A,LTA,lymphotoxin alpha,TNFRSF1A,"tumor necrosis factor receptor superfamily, member 1A",,,,,,,LTA,TNFRSF1A,,known,literature supported
LTA_TNFRSF1B,LTA,lymphotoxin alpha,TNFRSF1B,"tumor necrosis factor receptor superfamily, member 1B",,,,,,,LTA,TNFRSF1B,,known,literature supported
LTBP1_ITGB5,LTBP1,latent transforming growth factor beta binding protein 1,ITGB5,"integrin, beta 5",,,,,,,,ITGB5,,novel,literature supported
LTBP3_ITGB5,LTBP3,latent transforming growth factor beta binding protein 3,ITGB5,"integrin, beta 5",,,,,,,,ITGB5,,novel,literature supported
LTB_CD40,LTB,"lymphotoxin beta (TNF superfamily, member 3)",CD40,"CD40 molecule, TNF receptor superfamily member 5",,,,,,,LTB,CD40,,known,literature supported
LTB_LTBR,LTB,"lymphotoxin beta (TNF superfamily, member 3)",LTBR,"lymphotoxin beta receptor (TNFR superfamily, member 3)",,,,,,,LTB,LTBR,,known,literature supported
LTB_TNFRSF1A,LTB,"lymphotoxin beta (TNF superfamily, member 3)",TNFRSF1A,"tumor necrosis factor receptor superfamily, member 1A",,,,,,,LTB,TNFRSF1A,,novel,literature supported
LTF_GP9,LTF,lactotransferrin,GP9,glycoprotein IX (platelet),,,,,,,LTF,,,novel,putative
LTF_GPR162,LTF,lactotransferrin,GPR162,G protein-coupled receptor 162,,,,,,,LTF,,,novel,putative
LTF_LRP1,LTF,lactotransferrin,LRP1,low density lipoprotein receptor-related protein 1,,,,,,,LTF,LRP1,,known,literature supported
LTF_LRP11,LTF,lactotransferrin,LRP11,low density lipoprotein receptor-related protein 11,,,,,,,LTF,LRP11,,known,literature supported
LTF_TFRC,LTF,lactotransferrin,TFRC,transferrin receptor,,,,,,,LTF,TFRC,,novel,putative
LY6G5C_TMEM8A,LY6G5C,"lymphocyte antigen 6 complex, locus G5C",TMEM8A,transmembrane protein 8A,,,,,,,,,,novel,putative
LY86_CD180,LY86,lymphocyte antigen 86,CD180,CD180 molecule,,,,,,,,,,novel,literature supported
LYPD3_AGR2,LYPD3,LY6/PLAUR domain containing 3,AGR2,anterior gradient 2,,,,,,,,AGR2,,novel,putative
LYZ_ITGAL,LYZ,lysozyme,ITGAL,"integrin, alpha L (antigen CD11A (p180), lymphocyte function-associated antigen 1; alpha polypeptide)",,,,,,,,ITGAL,,novel,putative
MADCAM1_CD44,MADCAM1,mucosal vascular addressin cell adhesion molecule 1,CD44,CD44 molecule (Indian blood group),,,,,,,MADCAM1,CD44,,novel,literature supported
MADCAM1_ITGA4,MADCAM1,mucosal vascular addressin cell adhesion molecule 1,ITGA4,"integrin, alpha 4 (antigen CD49D, alpha 4 subunit of VLA-4 receptor)",,,,,,,MADCAM1,ITGA4,,known,literature supported
MADCAM1_ITGB7,MADCAM1,mucosal vascular addressin cell adhesion molecule 1,ITGB7,"integrin, beta 7",,,,,,,MADCAM1,ITGB7,,known,literature supported
MATN1_ITGA1,MATN1,"matrilin 1, cartilage matrix protein",ITGA1,"integrin, alpha 1",,,,,,,,ITGA1,,novel,literature supported
MATN1_ITGB1,MATN1,"matrilin 1, cartilage matrix protein",ITGB1,"integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)",,,,,,,,,10196235,novel,literature supported
MATN1_PTPRD,MATN1,"matrilin 1, cartilage matrix protein",PTPRD,"protein tyrosine phosphatase, receptor type, D",,,,,,,,PTPRD,,novel,putative
MBL2_CALCR,MBL2,"mannose-binding lectin (protein C) 2, soluble",CALCR,calcitonin receptor,,,,,,,,CALCR,,novel,literature supported
MBL2_CD93,MBL2,"mannose-binding lectin (protein C) 2, soluble",CD93,CD93 molecule,,,,,,,,CD93,,novel,literature supported
MDK_ALK,MDK,midkine (neurite growth-promoting factor 2),ALK,anaplastic lymphoma receptor tyrosine kinase,,,,,,,MDK,ALK,,known,literature supported
MDK_GPC2,MDK,midkine (neurite growth-promoting factor 2),GPC2,glypican 2,,,,,,,MDK,,,novel,putative
MDK_ITGA4,MDK,midkine (neurite growth-promoting factor 2),ITGA4,"integrin, alpha 4 (antigen CD49D, alpha 4 subunit of VLA-4 receptor)",,,,,,,MDK,ITGA4,,novel,putative
MDK_ITGA6,MDK,midkine (neurite growth-promoting factor 2),ITGA6,"integrin, alpha 6",,,,,,,MDK,ITGA6,,novel,putative
MDK_ITGB1,MDK,midkine (neurite growth-promoting factor 2),ITGB1,"integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)",,,,,,,MDK,ITGB1,,novel,putative
MDK_LRP1,MDK,midkine (neurite growth-promoting factor 2),LRP1,low density lipoprotein receptor-related protein 1,,,,,,,MDK,LRP1,,novel,literature supported
MDK_LRP2,MDK,midkine (neurite growth-promoting factor 2),LRP2,low density lipoprotein receptor-related protein 2,,,,,,,MDK,LRP2,,novel,literature supported
MDK_PTPRB,MDK,midkine (neurite growth-promoting factor 2),PTPRB,"protein tyrosine phosphatase, receptor type, B",,,,,,,MDK,,,known,putative
MDK_PTPRZ1,MDK,midkine (neurite growth-promoting factor 2),PTPRZ1,"protein tyrosine phosphatase, receptor-type, Z polypeptide 1",,,,,,,MDK,PTPRZ1,,known,literature supported
MDK_SDC1,MDK,midkine (neurite growth-promoting factor 2),SDC1,syndecan 1,,,,,,,MDK,SDC1,,novel,literature supported
MDK_SDC3,MDK,midkine (neurite growth-promoting factor 2),SDC3,syndecan 3,,,,,,,MDK,SDC3,,novel,literature supported
MDK_SDC4,MDK,midkine (neurite growth-promoting factor 2),SDC4,syndecan 4,,,,,,,MDK,SDC4,,novel,literature supported
MDK_TSPAN1,MDK,midkine (neurite growth-promoting factor 2),TSPAN1,tetraspanin 1,,,,,,,MDK,TSPAN1,,novel,literature supported
MEPE_PHEX,MEPE,matrix extracellular phosphoglycoprotein,PHEX,"phosphate regulating endopeptidase homolog, X-linked",,,,,,,,,15664000,novel,literature supported
MFAP2_NOTCH1,MFAP2,microfibrillar-associated protein 2,NOTCH1,notch 1,,,,,,,,NOTCH1,16492672,novel,literature supported
MFAP5_NOTCH1,MFAP5,microfibrillar associated protein 5,NOTCH1,notch 1,,,,,,,,NOTCH1,16492672,novel,literature supported
MFGE8_ITGAV,MFGE8,milk fat globule-EGF factor 8 protein,ITGAV,"integrin, alpha V",,,,,,,,ITGAV,24441829,novel,literature supported
MFGE8_ITGB3,MFGE8,milk fat globule-EGF factor 8 protein,ITGB3,"integrin, beta 3 (platelet glycoprotein IIIa, antigen CD61)",,,,,,,,,24441829,novel,literature supported
MFGE8_PDGFRB,MFGE8,milk fat globule-EGF factor 8 protein,PDGFRB,"platelet-derived growth factor receptor, beta polypeptide",,,,,,,,,21868707,novel,literature supported
MFI2_TFRC,MFI2,antigen p97 (melanoma associated) identified by monoclonal antibodies 133.2 and 96.5,TFRC,transferrin receptor,,,,,,,,TFRC,,novel,putative
MFNG_NOTCH1,MFNG,MFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase,NOTCH1,notch 1,,,,,,,,NOTCH1,,novel,literature supported
MFNG_NOTCH2,MFNG,MFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase,NOTCH2,notch 2,,,,,,,,NOTCH2,,novel,literature supported
MIA_CDH19,MIA,melanoma inhibitory activity,CDH19,"cadherin 19, type 2",,,,,,,,,,novel,putative
MIA_CDH7,MIA,melanoma inhibitory activity,CDH7,"cadherin 7, type 2",,,,,,,,,19200257,novel,literature supported
MLLT4_EPHA7,MLLT4,"myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 4",EPHA7,EPH receptor A7,,,,,,,MLLT4,EPHA7,,novel,literature supported
MLLT4_EPHB2,MLLT4,"myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 4",EPHB2,EPH receptor B2,,,,,,,MLLT4,EPHB2,,novel,literature supported
MLLT4_EPHB3,MLLT4,"myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 4",EPHB3,EPH receptor B3,,,,,,,MLLT4,EPHB3,,novel,literature supported
MLLT4_EPHB6,MLLT4,"myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 4",EPHB6,EPH receptor B6,,,,,,,MLLT4,EPHB6,,novel,literature supported
MLLT4_F11R,MLLT4,"myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 4",F11R,F11 receptor,,,,,,,MLLT4,,,novel,literature supported
MLLT4_NRXN2,MLLT4,"myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 4",NRXN2,neurexin 2,,,,,,,MLLT4,NRXN2,,novel,literature supported
MLLT4_NRXN3,MLLT4,"myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 4",NRXN3,neurexin 3,,,,,,,MLLT4,NRXN3,,novel,literature supported
MLLT4_PVRL1,MLLT4,"myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 4",PVRL1,poliovirus receptor-related 1 (herpesvirus entry mediator C),,,,,,,MLLT4,PVRL1,,novel,literature supported
MLLT4_PVRL2,MLLT4,"myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 4",PVRL2,poliovirus receptor-related 2 (herpesvirus entry mediator B),,,,,,,MLLT4,PVRL2,,novel,literature supported
MLLT4_PVRL3,MLLT4,"myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 4",PVRL3,poliovirus receptor-related 3,,,,,,,MLLT4,PVRL3,,novel,literature supported
MLLT4_PVRL4,MLLT4,"myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 4",PVRL4,poliovirus receptor-related 4,,,,,,,MLLT4,PVRL4,,novel,literature supported
MLN_MLNR,MLN,motilin,MLNR,motilin receptor,,,,,,,MLN,MLNR,,known,literature supported
MMP12_PLAUR,MMP12,matrix metallopeptidase 12 (macrophage elastase),PLAUR,"plasminogen activator, urokinase receptor",,,,,,,,PLAUR,,novel,literature supported
MMP13_LRP1,MMP13,matrix metallopeptidase 13 (collagenase 3),LRP1,low density lipoprotein receptor-related protein 1,,,,,,,MMP13,LRP1,,known,literature supported
MMP1_CD44,MMP1,matrix metallopeptidase 1 (interstitial collagenase),CD44,CD44 molecule (Indian blood group),,,,,,,,CD44,,novel,literature supported
MMP1_ITGA2,MMP1,matrix metallopeptidase 1 (interstitial collagenase),ITGA2,"integrin, alpha 2 (CD49B, alpha 2 subunit of VLA-2 receptor)",,,,,,,,ITGA2,,novel,literature supported
MMP2_SDC2,MMP2,"matrix metallopeptidase 2 (gelatinase A, 72kDa gelatinase, 72kDa type IV collagenase)",SDC2,syndecan 2,,,,,,,,,17623663,novel,literature supported
MMP7_CD151,MMP7,"matrix metallopeptidase 7 (matrilysin, uterine)",CD151,CD151 molecule (Raph blood group),,,,,,,,CD151,,novel,literature supported
MMP7_CD44,MMP7,"matrix metallopeptidase 7 (matrilysin, uterine)",CD44,CD44 molecule (Indian blood group),,,,,,,,CD44,,novel,literature supported
MMP7_CDH6,MMP7,"matrix metallopeptidase 7 (matrilysin, uterine)",CDH6,"cadherin 6, type 2, K-cadherin (fetal kidney)",,,,,,,,,,novel,putative
MMP7_ERBB4,MMP7,"matrix metallopeptidase 7 (matrilysin, uterine)",ERBB4,v-erb-b2 avian erythroblastic leukemia viral oncogene homolog 4,,,,,,,,ERBB4,17638887,novel,literature supported
MMP9_CD44,MMP9,"matrix metallopeptidase 9 (gelatinase B, 92kDa gelatinase, 92kDa type IV collagenase)",CD44,CD44 molecule (Indian blood group),,,,,,,MMP9,CD44,,novel,literature supported
MMP9_EPHB2,MMP9,"matrix metallopeptidase 9 (gelatinase B, 92kDa gelatinase, 92kDa type IV collagenase)",EPHB2,EPH receptor B2,,,,,,,MMP9,EPHB2,,novel,literature supported
